"","V1"
"1678",26.8461538461538
"1679",0
"1680",0.862068965517241
"1681",0
"1682",0
"1683",0
"1684",0
"1685",0
"1686",0
"1687",0
"1688",25.09375
"1689",0
"1690",0
"1691",0
"1692",0
"1693",0
"1694",0
"1695",0
"1696",0
"1697",0
"1698",16.1111111111111
"1699",0
"1700",0
"1701",0
"1702",0
"1703",0
"1704",6.43333333333333
"1705",44.5909090909091
"1706",0
"1707",0
"1708",0
"1709",0
"1710",18.9722222222222
"1711",0
"1712",0
"1713",0
"1714",0
"1715",0
"1716",0
"1717",1.4
"1718",0
"1719",0
"1720",0
"1721",0
"1722",0
"1723",17.0277777777778
"1724",0
"1725",7.25714285714286
"1726",81.12
"1727",0
"1728",0
"1729",0
"1730",0
"1731",0
"1732",0
"1733",98.3928571428571
"1734",0
"1735",0
"1736",0
"1737",0
"1738",0
"1739",0
"1740",9.88
"1741",0
"1742",0
"1743",0
"1744",0
"1745",1.5
"1746",0
"1747",0
"1748",47.52
"1749",0.789473684210526
"1750",0
"1751",0
"1752",0
"1753",0
"1754",0
"1755",24.8666666666667
"1756",0
"1757",0
"1758",6.1
"1759",0
"1760",0
"1761",1.88
"1762",0
"1763",0
"1764",62.1
"1765",0
"1766",43
"1767",0
"1768",0
"1769",4.28
"1770",0
"1771",0
"1772",0
"1773",0
"1774",0
"1775",100
"1776",58.4444444444444
"1777",0
"1778",0
"1779",0
"1780",0
"1781",0
"1782",13.2
"1783",0
"1784",0
"1785",0
"1786",0
"1787",0
"1788",0
"1789",0
"1790",0
"1791",0
"1792",0
"1793",0
"1794",0
"1795",0
"1796",0
"1797",0
"1798",0
"1799",7.44
"1800",16
"1801",0
"1802",0
"1803",0
"1804",0
"1805",0
"1806",0
"1807",0
"1808",0
"1809",0
"1810",27.8518518518519
"1811",0
"1812",0
"1813",0
"1814",88.375
"1815",15.52
"1816",0
"1817",0
"1818",100
"1819",0
"1820",0
"1821",39.75
"1822",0
"1823",0
"1824",0
"1825",0
"1826",0
"1827",0
"1828",0
"1829",0
"1830",0
"1831",0
"1832",0
"1833",0
"1834",0
"1835",0
"1836",0
"1837",0
"1838",27.5833333333333
"1839",0
"1840",70.2
"1841",0
"1842",1.03333333333333
"1843",46
"1844",5.75
"1845",0
"1846",0
"1847",100
"1848",19.0526315789474
"1849",0
"1850",0.0277777777777778
"1851",0
"1852",5.91666666666667
"1853",0
"1854",0
"1855",0
"1856",0
"1857",0
"1858",9.36111111111111
"1859",21.88
"1860",2.25
"1861",19.6
"1862",5.66666666666667
"1863",0
"1864",0
"1865",98.8666666666667
"1866",0
"1867",0
"1868",0.8
"1869",0
"1870",12.7931034482759
"1871",0
"1872",0
"1873",0
"1874",0
"1875",28.6666666666667
"1876",0
"1877",0
"1878",0
"1879",0
"1880",13.304347826087
"1881",0
"1882",0
"1883",0
"1884",0
"1885",0
"1886",0
"1887",100
"1888",0
"1889",0
"1890",100
"1891",33.2666666666667
"1892",0
"1893",0
"1894",0
"1895",0
"1896",0
"1897",0
"1898",0
"1899",0
"1900",0
"1901",0
"1902",0
"1903",0
"1904",0
"1905",0
"1906",0
"1907",0
"1908",0
"1909",75.3076923076923
"1910",0.838709677419355
"1911",0
"1912",0
"1913",0
"1914",0
"1915",0
"1916",3.57692307692308
"1917",14.5
"1918",0
"1919",0
"1920",0
"1921",0
"1922",0
"1923",0
"1924",93.4666666666667
"1925",0
"1926",0
"1927",0
"1928",0
"1929",18.8611111111111
"1930",88.4444444444444
"1931",0
"1932",0
"1933",52.3333333333333
"1934",83.5238095238095
"1935",0
"1936",0
"1937",7.72727272727273
"1938",1.92
"1939",0
"1940",2.38888888888889
"1941",0
"1942",0
"1943",0
"1944",0
"1945",17.8333333333333
"1946",0
"1947",0
"1948",0
"1949",3.58333333333333
"1950",0
"1951",0
"1952",0
"1953",0
"1954",0
"1955",0
"1956",43.04
"1957",0
"1958",0
"1959",0
"1960",0
"1961",47.4
"1962",0
"1963",0
"1964",0
"1965",0
"1966",0
"1967",0
"1968",0
"1969",0
"1970",0
"1971",0
"1972",0
"1973",0
"1974",94.16
"1975",0
"1976",28.4074074074074
"1977",0
"1978",0
"1979",0
"1980",0
"1981",0
"1982",0
"1983",0
"1984",0
"1985",6.88888888888889
"1986",0
"1987",0
"1988",21.625
"1989",26.6
"1990",0.766666666666667
"1991",0
"1992",0
"1993",17
"1994",5.83333333333333
